chapter,paragraph_in_chapter,fix,before,after
Chapter Twenty-Three,43,period->comma,"ng confirmed at the alchemists.” Cain said. “Someone broke in, took potions. ","ng confirmed at the alchemists,” Cain said. “Someone broke in, took potions. "
Chapter Twenty-Three,47,period->comma,"“We can stay longer.” She said, “Another day. She might—”","“We can stay longer,” she said, “Another day. She might—”"
Chapter Twenty-Three,48,period->comma,“She’s had a day and a half.” Cain said.,"“She’s had a day and a half,” Cain said."
Chapter Twenty-Three,56,period->comma,“She’s barely an adult.” Muse whispered.,"“She’s barely an adult,” Muse whispered."
Chapter Twenty-Three,62,period->comma,"“Then we go.” She said, and her voice was steady, the way","“Then we go,” she said, and her voice was steady, the way"
Chapter Twenty-Three,73,lowercase tag,“What is it?” She asked.,“What is it?” she asked.
Chapter Twenty-Three,74,period->comma,“Town.” He said. “Up ahead.”,"“Town,” he said. “Up ahead.”"
Chapter Twenty-Three,76,lowercase tag,“How bad?” She asked.,“How bad?” she asked.
Chapter Twenty-Three,82,period->comma,“Weeks.” Uthesia said. “The frost has preserved everythi,"“Weeks,” Uthesia said. “The frost has preserved everythi"
Chapter Twenty-Three,83,period->comma,“Bandits.” Cain said.,"“Bandits,” Cain said."
Chapter Twenty-Three,84,period->comma,ugh to take them from the dead.” Uthesia replied. “Hard to know.”,"ugh to take them from the dead,” Uthesia replied. “Hard to know.”"
Chapter Twenty-Three,89,period->comma,"""Past this is inland."" Gormund said. ""Every expedition Crimson Port se","""Past this is inland,"" Gormund said. ""Every expedition Crimson Port se"
Chapter Twenty-Three,95,period->comma,"“Well.” Gormund said, pulling his coat tighter. “It’s n","“Well,” Gormund said, pulling his coat tighter. “It’s n"
Chapter Twenty-Four,10,period->comma,“Gragorgan.” Gormund said. He’d stopped walking without mean,"“Gragorgan,” Gormund said. He’d stopped walking without mean"
Chapter Twenty-Four,19,period->comma,"ow a lot about Gragorgan ships.” Uthesia said, and the question underneath the o","ow a lot about Gragorgan ships,” Uthesia said, and the question underneath the o"
Chapter Twenty-Four,21,period->comma,“I was born there.” He said. “Don’t remember much of it. We le,"“I was born there,” he said. “Don’t remember much of it. We le"
Chapter Twenty-Four,24,period->comma,"“So you left.” Muse said from ahead, and her voice was gent","“So you left,” Muse said from ahead, and her voice was gent"
Chapter Twenty-Four,27,period->comma,“They failed the assessment.” Uthesia said.,"“They failed the assessment,” Uthesia said."
Chapter Twenty-Four,30,period->comma, took a big job from the Guild.” Gormund said. His voice hadn’t changed. Same fl," took a big job from the Guild,” Gormund said. His voice hadn’t changed. Same fl"
Chapter Twenty-Four,36,period->comma,“Thank you.” Muse said quietly.,"“Thank you,” Muse said quietly."
Chapter Twenty-Four,39,period->comma,"“It’s just facts.” Gormund said, and even he didn’t believe that, ","“It’s just facts,” Gormund said, and even he didn’t believe that, "
Chapter Twenty-Four,47,period->comma,"“Keep moving.” Cain said, but his voice was different. Tigh","“Keep moving,” Cain said, but his voice was different. Tigh"
Chapter Twenty-Four,51,period->comma,"“This isn’t survivable.” He said, and the words came out muffled th","“This isn’t survivable,” he said, and the words came out muffled th"
Chapter Twenty-Four,54,period->comma,“So we find shelter.” Muse said. Her voice was steady but her body,"“So we find shelter,” Muse said. Her voice was steady but her body"
Chapter Twenty-Four,55,period->comma,"“We find shelter.” Cain confirmed, and turned off the road into the ","“We find shelter,” Cain confirmed, and turned off the road into the "
Chapter Twenty-Four,64,period->comma,“The wood’s frozen through.” Gormund said. He’d checked three fallen branche,"“The wood’s frozen through,” Gormund said. He’d checked three fallen branche"
Chapter Twenty-Four,66,period->comma,"“Then we go in.” Cain said, and they moved.","“Then we go in,” Cain said, and they moved."
Chapter Twenty-Four,78,period->comma,e’re going to need better gear.” He said to the room. “Everything we’re wea,"e’re going to need better gear,” he said to the room. “Everything we’re wea"
Chapter Twenty-Five,5,period->comma, should have stayed in Valdara.” Gormund said.," should have stayed in Valdara,” Gormund said."
Chapter Twenty-Five,8,period->comma,“We didn’t know.” Uthesia said from the window. “Nothing from the,"“We didn’t know,” Uthesia said from the window. “Nothing from the"
Chapter Twenty-Five,12,lowercase tag,"“Should we go back?” He asked, and the question was directed at ","“Should we go back?” he asked, and the question was directed at "
Chapter Twenty-Five,13,period->comma,“No.” Muse said.,"“No,” Muse said."
Chapter Twenty-Five,15,period->comma,"gear that’s not built for this.” Gormund said, checking the logic.","gear that’s not built for this,” Gormund said, checking the logic."
Chapter Twenty-Five,16,period->comma,"hen we figure it out from here.” Muse said. “We rest, we plan, we adapt. We d","hen we figure it out from here,” Muse said. “We rest, we plan, we adapt. We d"
Chapter Twenty-Five,18,period->comma,“Fine.” Gormund said. “Then let’s take inventory.”,"“Fine,” Gormund said. “Then let’s take inventory.”"
Chapter Twenty-Five,21,period->comma,“A week.” Gormund said. “That’s our window. After that we,"“A week,” Gormund said. “That’s our window. After that we"
Chapter Twenty-Five,22,period->comma,“We need fresh food.” Cain said. He was already reaching for his h,"“We need fresh food,” Cain said. He was already reaching for his h"
Chapter Twenty-Five,23,period->comma,“Sit down.” Uthesia said.,"“Sit down,” Uthesia said."
Chapter Twenty-Five,25,period->comma,"“You have cracked ribs.” She said, “Muse is in mana depletion. Gormu","“You have cracked ribs,” she said, “Muse is in mana depletion. Gormu"
Chapter Twenty-Five,29,period->comma,“That’s new.” Gormund said. “The spirit from the keep was an ,"“That’s new,” Gormund said. “The spirit from the keep was an "
Chapter Twenty-Five,30,period->comma,"“Different, yes.” Uthesia said. The raven shifted on her wrist, s","“Different, yes,” Uthesia said. The raven shifted on her wrist, s"
Chapter Twenty-Five,32,period->comma,“It’s not magic.” Uthesia said. “It’s ki.”,"“It’s not magic,” Uthesia said. “It’s ki.”"
Chapter Twenty-Five,33,period->comma,I didn’t know ki could do that.” Gormund said. “Summon things.”,"I didn’t know ki could do that,” Gormund said. “Summon things.”"
Chapter Twenty-Five,34,period->comma,"xactly popular in Murim either.” Uthesia said, and the flatness of her tone seal","xactly popular in Murim either,” Uthesia said, and the flatness of her tone seal"
Chapter Twenty-Five,35,period->comma,"“I’ll be back within the hour.” She said, and closed the door behind her.","“I’ll be back within the hour,” she said, and closed the door behind her."
Chapter Twenty-Five,63,period->comma,“You were right.” She said to Gormund.,"“You were right,” she said to Gormund."
Chapter Twenty-Five,67,lowercase tag,“How close?” He asked.,“How close?” he asked.
Chapter Twenty-Five,68,period->comma,"ugh that I should have seen it.” She said, “There was nothing there.”","ugh that I should have seen it,” she said, “There was nothing there.”"
Chapter Twenty-Five,70,period->comma,“Good to know I’m not crazy.” He said.,"“Good to know I’m not crazy,” he said."
Chapter Twenty-Five,75,period->comma,"“Could line a cloak with that.” He said, more to himself than anyone. “Two","“Could line a cloak with that,” he said, more to himself than anyone. “Two"
Chapter Twenty-Five,77,period->comma,“Cain.” She said.,"“Cain,” she said."
Chapter Twenty-Five,81,period->comma,“I heard.” Cain said.,"“I heard,” Cain said."
Chapter Twenty-Five,84,period->comma,“I know.” Cain said.,"“I know,” Cain said."
Chapter Twenty-Five,90,lowercase tag,"How can you not have questions?” She asked, and her voice cracked at the edge","How can you not have questions?” she asked, and her voice cracked at the edge"
Chapter Twenty-Five,92,lowercase tag,"“She answered, didn’t she?” He said.","“She answered, didn’t she?” he said."
Chapter Twenty-Five,95,period->comma,“It might not have been her.” Muse whispered. “It could have been the dome fluc,"“It might not have been her,” Muse whispered. “It could have been the dome fluc"
Chapter Twenty-Five,98,period->comma,“I care.” Cain said. “But I’ve spent a thousand years ,"“I care,” Cain said. “But I’ve spent a thousand years "
Chapter Twenty-Five,100,period->comma,"“It’s ok, Muse.” Cain said, and her name in his voice carried","“It’s ok, Muse,” Cain said, and her name in his voice carried"
Chapter Twenty-Five,102,period->comma,"“So.” Gormund said after a while, his knife working t","“So,” Gormund said after a while, his knife working t"
Chapter Twenty-Five,103,period->comma,“Rest.” Cain said. “Three days minimum. Let Muse rec,"“Rest,” Cain said. “Three days minimum. Let Muse rec"
Chapter Twenty-Five,106,period->comma,“The route to Glimmerhold.” Uthesia said from the window. “The road continu,"“The route to Glimmerhold,” Uthesia said from the window. “The road continu"
Chapter Twenty-Five,107,period->comma,These aren’t normal conditions.” Gormund said.,"These aren’t normal conditions,” Gormund said."
Chapter Twenty-Five,109,period->comma,“If the cold doesn’t get worse.” Gormund said.,"“If the cold doesn’t get worse,” Gormund said."
Chapter Twenty-Five,111,period->comma,“Three days.” Muse said. “Then we move.”,"“Three days,” Muse said. “Then we move.”"
Chapter Twenty-Six,9,period->comma,"o find battle scars attractive.” He said, rewrapping the bandage. “So, dwar","o find battle scars attractive,” he said, rewrapping the bandage. “So, dwar"
Chapter Twenty-Six,16,period->comma,"s own if you’d kept wearing it.” Uthesia said, examining the dent.","s own if you’d kept wearing it,” Uthesia said, examining the dent."
Chapter Twenty-Six,24,period->comma,"“I have a question.” Muse said, and her voice had the careful dir","“I have a question,” Muse said, and her voice had the careful dir"
Chapter Twenty-Six,28,period->comma,“Carina.” She said.,"“Carina,” she said."
Chapter Twenty-Six,30,period->comma,iques I use are taboo in Murim.” Uthesia continued. “Not discouraged. Taboo. The kind,"iques I use are taboo in Murim,” Uthesia continued. “Not discouraged. Taboo. The kind"
Chapter Twenty-Six,31,period->comma, figured out you’re from Murim.” Gormund said from his spot by the wall.," figured out you’re from Murim,” Gormund said from his spot by the wall."
Chapter Twenty-Six,34,period->comma,they’re not the same mechanics.” Uthesia said. “Magic is external. You spend man,"they’re not the same mechanics,” Uthesia said. “Magic is external. You spend man"
Chapter Twenty-Six,35,period->comma,“Ki is internal.” Cain said from the wall. Not a question.,"“Ki is internal,” Cain said from the wall. Not a question."
Chapter Twenty-Six,37,period->comma,“So the summons...” Muse said.,"“So the summons..,” Muse said."
Chapter Twenty-Six,39,period->comma,not pulled from somewhere else.” She said. “They’re not conjured or contract,"not pulled from somewhere else,” she said. “They’re not conjured or contract"
Chapter Twenty-Six,41,period->comma,“I keep them.” Uthesia said. “That’s the part that’s taboo. No,"“I keep them,” Uthesia said. “That’s the part that’s taboo. No"
Chapter Twenty-Six,42,period->comma,“And you don’t like using it.” Muse said. Not a question.,"“And you don’t like using it,” Muse said. Not a question."
Chapter Twenty-Six,43,period->comma,“No.” Uthesia said. “I don’t.”,"“No,” Uthesia said. “I don’t.”"
Chapter Twenty-Six,70,period->comma,"“Nobody opens that door.” Cain said, and his voice was rough, stripped","“Nobody opens that door,” Cain said, and his voice was rough, stripped"
Chapter Twenty-Six,79,period->comma,‘You’re dying.’ It said.,"‘You’re dying,’ it said."
Chapter Twenty-Six,80,period->comma,‘Shut up.’ She thought back.,"‘Shut up,’ she thought back."
Chapter Twenty-Six,101,period->comma,‘Four.’ He said. ‘Only four of you will advance. T,"‘Four,’ he said. ‘Only four of you will advance. T"
Chapter Twenty-Six,113,period->comma,‘You did this to yourself.’ The voice said. ‘Not the wrist. All of it. The ma,"‘You did this to yourself,’ the voice said. ‘Not the wrist. All of it. The ma"
Chapter Twenty-Six,114,period->comma,"‘I know.’ Carina thought, and the fight was out of her now,","‘I know,’ Carina thought, and the fight was out of her now,"
Chapter Twenty-Six,116,period->comma,e I don’t know how to be wrong.’ She thought. ‘Nobody taught me that. They taug,"e I don’t know how to be wrong,’ she thought. ‘Nobody taught me that. They taug"
Chapter Twenty-Six,118,period->comma,‘I don’t want to die here.’ She thought.,"‘I don’t want to die here,’ she thought."
Chapter Twenty-Six,119,period->comma,"en don’t. Just use the potions.’ The voice said, and it was gentler than she expec","en don’t. Just use the potions,’ the voice said, and it was gentler than she expec"
Chapter Twenty-Six,126,lowercase tag,"“Cain..?” She managed, and the word was barely a sound, ","“Cain..?” she managed, and the word was barely a sound, "
Chapter Twenty-Seven,8,period->comma,"“She’s coming around.” The voice said, not to her. To someone else, the ","“She’s coming around,” the voice said, not to her. To someone else, the "
Chapter Twenty-Seven,10,period->comma,"“Pretty one.” The first voice said, and the tone shifted, something a","“Pretty one,” the first voice said, and the tone shifted, something a"
Chapter Twenty-Seven,12,period->comma,“This is gone.” The voice said. “Past gone. Necrotic to the mid-f,"“This is gone,” the voice said. “Past gone. Necrotic to the mid-f"
Chapter Twenty-Seven,21,period->comma,“We need to know what that was.” Uthesia said. First words of the morning. Direc,"“We need to know what that was,” Uthesia said. First words of the morning. Direc"
Chapter Twenty-Seven,22,period->comma,“Agreed.” Cain said.,"“Agreed,” Cain said."
Chapter Twenty-Seven,27,period->comma,“One more day.” Gormund said. “I need the hides treated and cut,"“One more day,” Gormund said. “I need the hides treated and cut"
Chapter Twenty-Seven,28,period->comma,“One more day.” Cain confirmed. “I’ll stay with Gormund. You two ,"“One more day,” Cain confirmed. “I’ll stay with Gormund. You two "
Chapter Twenty-Seven,29,period->comma,"“We’ll be back.” Uthesia said, and the certainty in her voice wa","“We’ll be back,” Uthesia said, and the certainty in her voice wa"
Chapter Twenty-Seven,32,period->comma,"“Go wide.” She said, and the three spirits scattered i","“Go wide,” she said, and the three spirits scattered i"
Chapter Twenty-Seven,38,period->comma,‘That’s not possible.’ She thought. ‘Something was there. I heard it.,"‘That’s not possible,’ she thought. ‘Something was there. I heard it."
Chapter Twenty-Seven,41,period->comma,“It leaves sound.” Muse said. “The dragging. The knock. It inte,"“It leaves sound,” Muse said. “The dragging. The knock. It inte"
Chapter Twenty-Seven,43,period->comma,“It’s a clue.” Muse said. “Something that can touch a door ,"“It’s a clue,” Muse said. “Something that can touch a door "
Chapter Twenty-Seven,50,period->comma," a very specific version of it.” She said, “But I’ll tell you what I can.” S"," a very specific version of it,” she said, “But I’ll tell you what I can.” S"
Chapter Twenty-Seven,51,period->comma,t’s... gentler than I expected.” Uthesia said. “Given what happened to it.”,"t’s... gentler than I expected,” Uthesia said. “Given what happened to it.”"
Chapter Twenty-Seven,54,period->comma,"“It demanded everything.” Muse said, and the word came out heavier tha","“It demanded everything,” Muse said, and the word came out heavier tha"
Chapter Twenty-Seven,57,period->comma,"“I don’t entirely know.” Muse said, and the admission was quieter. “T","“I don’t entirely know,” Muse said, and the admission was quieter. “T"
Chapter Twenty-Seven,60,period->comma,“Barbatos.” Uthesia said.,"“Barbatos,” Uthesia said."
Chapter Twenty-Seven,61,period->comma,“Barbatos.” Muse confirmed. “Though I only learned that recen,"“Barbatos,” Muse confirmed. “Though I only learned that recen"
Chapter Twenty-Seven,66,period->comma,"“Hold.” She said, and Muse stopped.","“Hold,” she said, and Muse stopped."
Chapter Twenty-Seven,68,period->comma,“Could be a den.” Uthesia said. “Or a hideout. If something’s bee,"“Could be a den,” Uthesia said. “Or a hideout. If something’s bee"
Chapter Twenty-Seven,82,period->comma,"“Uthesia.” Muse said, her voice tightening. “What’s wro","“Uthesia,” Muse said, her voice tightening. “What’s wro"
Chapter Twenty-Seven,83,period->comma," status of every summon I have.” Uthesia said, and her voice was flat, controlle"," status of every summon I have,” Uthesia said, and her voice was flat, controlle"
Chapter Twenty-Seven,86,period->comma,ven died the moment it went in.” Uthesia said.,"ven died the moment it went in,” Uthesia said."
Chapter Twenty-Eight,2,period->comma,"“We run.” She said, “Now.”","“We run,” she said, “Now.”"
Chapter Twenty-Eight,23,period->comma,"“I’ve been an idiot.” She said, “A careless, tunnel-vision idiot.","“I’ve been an idiot,” she said, “A careless, tunnel-vision idiot."
Chapter Twenty-Eight,25,period->comma,"“It’s a magical winter.” She said, turning to face them. “This regio","“It’s a magical winter,” she said, turning to face them. “This regio"
Chapter Twenty-Eight,28,period->comma,“The sound.” Gormund said. “The dragging. The knock.”,"“The sound,” Gormund said. “The dragging. The knock.”"
Chapter Twenty-Eight,35,period->comma,“So we leave.” Cain said.,"“So we leave,” Cain said."
Chapter Twenty-Eight,37,period->comma,“Or it finds us.” Gormund said.,"“Or it finds us,” Gormund said."
Chapter Twenty-Eight,41,period->comma,“Unless it doesn’t sleep.” Gormund said.,"“Unless it doesn’t sleep,” Gormund said."
Chapter Twenty-Eight,44,period->comma,“No.” Uthesia said. “But the alternative is that we’r,"“No,” Uthesia said. “But the alternative is that we’r"
Chapter Twenty-Eight,48,period->comma,"“That’s not a gust.” Gormund said. He moved to the window, cracked t","“That’s not a gust,” Gormund said. He moved to the window, cracked t"
Chapter Twenty-Eight,49,period->comma,"“Blizzard.” He said, and closed the shutter.","“Blizzard,” he said, and closed the shutter."
Chapter Twenty-Eight,63,period->comma,"“I’m not mysterious.” She said, “I’m private. There’s a differenc","“I’m not mysterious,” she said, “I’m private. There’s a differenc"
Chapter Twenty-Eight,72,period->comma,"“Cain is boring.” Cain said, and the deadpan delivery got a so","“Cain is boring,” Cain said, and the deadpan delivery got a so"
Chapter Twenty-Eight,73,period->comma,"“Fine, fine.” Uthesia said, and there was something in her vo","“Fine, fine,” Uthesia said, and there was something in her vo"
Chapter Twenty-Eight,74,period->comma,u don’t have to open the chest.” Muse said gently. “But we’re trapped in a ca,"u don’t have to open the chest,” Muse said gently. “But we’re trapped in a ca"
Chapter Twenty-Eight,75,period->comma,“Hey.” Gormund said. “My stitching is fascinating.”,"“Hey,” Gormund said. “My stitching is fascinating.”"
Chapter Twenty-Eight,77,period->comma,"“I left Murim as an adult.” She said. The words came slowly, placed wit","“I left Murim as an adult,” she said. The words came slowly, placed wit"
Chapter Twenty-Eight,88,period->comma,“A Lord.” Gormund said.,"“A Lord,” Gormund said."
Chapter Twenty-Eight,90,period->comma,“And you did it.” Cain said. Not accusation. Observation.,"“And you did it,” Cain said. Not accusation. Observation."
Chapter Twenty-Eight,95,period->comma,"“His guards were waiting.” She said, “They knew we’d found out. He’d p","“His guards were waiting,” she said, “They knew we’d found out. He’d p"
Chapter Twenty-Eight,99,period->comma,"urying them when the dome fell.” She said, “I haven’t even had time to griev","urying them when the dome fell,” she said, “I haven’t even had time to griev"
Chapter Twenty-Nine,23,period->comma,“Morning.” The woman said.,"“Morning,” the woman said."
Chapter Twenty-Nine,26,period->comma,"“Nothing.” She said, her voice flat, direct, the voice","“Nothing,” she said, her voice flat, direct, the voice"
Chapter Twenty-Nine,29,period->comma,"“Billy found you in that house.” The woman continued. “Half dead, infected arm, potions","“Billy found you in that house,” the woman continued. “Half dead, infected arm, potions"
Chapter Twenty-Nine,31,lowercase tag,“Did you like what you saw?” She asked.,“Did you like what you saw?” she asked.
Chapter Twenty-Nine,35,period->comma,"“I’ll get Billy.” She said, standing. “He’ll want to know you","“I’ll get Billy,” she said, standing. “He’ll want to know you"
Chapter Twenty-Nine,42,period->comma,"“Well, look at you.” He said. “Alive and everything. I was star","“Well, look at you,” he said. “Alive and everything. I was star"
Chapter Twenty-Nine,47,period->comma,“You’re bandits.” Carina said.,"“You’re bandits,” Carina said."
Chapter Twenty-Nine,52,lowercase tag,u have done if I wasn’t pretty?” She asked.,u have done if I wasn’t pretty?” she asked.
Chapter Twenty-Nine,54,period->comma,r misery and robbed the corpse.” He said. “I ain’t a monster. I wouldn’t le,"r misery and robbed the corpse,” he said. “I ain’t a monster. I wouldn’t le"
Chapter Twenty-Nine,61,period->comma,“So let me get this straight.” He said when she finished. “You killed one,"“So let me get this straight,” he said when she finished. “You killed one"
Chapter Twenty-Nine,68,period->comma,"pect that kind of loyalty, too.” Billy continued. “You didn’t leave because you wan","pect that kind of loyalty, too,” Billy continued. “You didn’t leave because you wan"
Chapter Twenty-Nine,69,lowercase tag,“What about you?” She asked. “What’s your story?”,“What about you?” she asked. “What’s your story?”
Chapter Twenty-Nine,74,period->comma,I ain’t offering you salvation.” He said. “I ain’t offering you redemption ,"I ain’t offering you salvation,” he said. “I ain’t offering you redemption "
Chapter Thirty,4,period->comma,"“You’re sure.” Lumina said. Not a question, not really. She’d","“You’re sure,” Lumina said. Not a question, not really. She’d"
Chapter Thirty,5,period->comma,"“She’s in here.” Yoo said. “I can feel it. Don’t ask me how,","“She’s in here,” Yoo said. “I can feel it. Don’t ask me how,"
Chapter Thirty,9,period->comma,“Cold resistance.” He said. “It won’t make this comfortable. ,"“Cold resistance,” he said. “It won’t make this comfortable. "
Chapter Thirty,11,period->comma,"“Thank you.” She said, and meant it.","“Thank you,” she said, and meant it."
Chapter Thirty,12,period->comma,“Find her fast.” Orsted said. “The south is warmer. If she's al,"“Find her fast,” Orsted said. “The south is warmer. If she's al"
Chapter Thirty,16,period->comma,“That’s what Gale is for.” Lumina said.,"“That’s what Gale is for,” Lumina said."
Chapter Thirty,22,period->comma,“She’s fast.” She said.,"“She’s fast,” she said."
Chapter Thirty,23,period->comma,"“She’s a mother.” Orsted said, as if that explained it.","“She’s a mother,” Orsted said, as if that explained it."
Chapter Thirty,31,period->comma,“I run warm.” He said.,"“I run warm,” he said."
Chapter Thirty,39,period->comma,"“But that’s besides the point.” Barbatos continued, the transition seamless, the tone","“But that’s besides the point,” Barbatos continued, the transition seamless, the tone"
Chapter Thirty,40,period->comma,"s very generous, Lord Barbatos.” Leo said.","s very generous, Lord Barbatos,” Leo said."
Chapter Thirty,42,period->comma," six hundred trained personnel.” Paimon said from across the table, her voice p"," six hundred trained personnel,” Paimon said from across the table, her voice p"
Chapter Thirty,44,period->comma,“They’re debt slaves.” Paimon said. “Recruited from the opium dens yo,"“They’re debt slaves,” Paimon said. “Recruited from the opium dens yo"
Chapter Thirty,47,period->comma,"ion program I’m quite proud of.” He said, and the wounded sincerity in his ","ion program I’m quite proud of,” he said, and the wounded sincerity in his "
Chapter Thirty,51,period->comma,"emains with our Chaptermasters.” Paimon said, before Leo could speak. She said ","emains with our Chaptermasters,” Paimon said, before Leo could speak. She said "
Chapter Thirty,52,period->comma,“Naturally.” Barbatos said. “I wouldn’t have it any other way,"“Naturally,” Barbatos said. “I wouldn’t have it any other way"
Chapter Thirty,57,period->comma,"“My apologies.” Barbatos said, standing. “I didn’t realize the p","“My apologies,” Barbatos said, standing. “I didn’t realize the p"
Chapter Thirty,60,period->comma,"“He’ll keep pushing.” She said, quiet enough that only Leo and th","“He’ll keep pushing,” she said, quiet enough that only Leo and th"
Chapter Thirty,63,period->comma,“Report.” He said.,"“Report,” he said."
Chapter Thirty,66,period->comma,"“Our initial theory was wrong.” She said, “We assumed the source of the dom","“Our initial theory was wrong,” she said, “We assumed the source of the dom"
Chapter Thirty,69,period->comma,“Near the World Tree.” Lumina confirmed. “Our best assessment is that what,"“Near the World Tree,” Lumina confirmed. “Our best assessment is that what"
Chapter Thirty,70,period->comma,"ree is being used as a battery.” Stonewalker said, and his tone carried the grudging","ree is being used as a battery,” Stonewalker said, and his tone carried the grudging"
Chapter Thirty,72,period->comma,“No.” Lumina said. The word landed flat on the table,"“No,” Lumina said. The word landed flat on the table"
Chapter Thirty,75,period->comma,"“The Divine Beasts.” Asriel said, the first words he’d spoken all m","“The Divine Beasts,” Asriel said, the first words he’d spoken all m"
Chapter Thirty,76,period->comma,“I confirmed two.” Lumina said. “The Iron Bull is stationed at St,"“I confirmed two,” Lumina said. “The Iron Bull is stationed at St"
Chapter Thirty,78,period->comma,"“That’s... good.” Leo said, and meant it in the way that good","“That’s... good,” Leo said, and meant it in the way that good"
Chapter Thirty,82,period->comma,“Solarspire.” Leo said. The capital. The seat of governme,"“Solarspire,” Leo said. The capital. The seat of governme"
Chapter Thirty,84,period->comma,“Well.” Lumina said. “About that.”,"“Well,” Lumina said. “About that.”"
Chapter Thirty,88,period->comma,"“Paimon.” He said, pleasant. “Come to accuse me of s","“Paimon,” he said, pleasant. “Come to accuse me of s"
Chapter Thirty,89,period->comma,“Drop it.” Paimon said. “There’s nobody here to perform f,"“Drop it,” Paimon said. “There’s nobody here to perform f"
Chapter Thirty,99,period->comma,“Andromalius is dead.” He said.,"“Andromalius is dead,” he said."
Chapter Thirty,101,lowercase tag,“How do you know that?” She asked.,“How do you know that?” she asked.
Chapter Thirty,108,period->comma,"u don’t care about Andromalius.” She said, “You don’t care about precedent o","u don’t care about Andromalius,” she said, “You don’t care about precedent o"
Chapter Thirty,111,period->comma,"“Dantalion went too far.” He said. “That idiot cooked up a scheme, a","“Dantalion went too far,” he said. “That idiot cooked up a scheme, a"
Chapter Thirty,119,period->comma,“I’m going in myself.” He said.,"“I’m going in myself,” he said."
Chapter Thirty,121,period->comma,“You’re insane.” She said.,"“You’re insane,” she said."
